country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num,gdp_base,pop_base,life_base
Spain,Europe,1962,69.69,31158061,5693.843879,ESP,724,148.50788430857676,109.1355617381095,107.31444410224822
Spain,Europe,1967,71.44,32850275,7993.512294,ESP,724,208.48825928557537,115.06278312300546,110.00923929781337
Spain,Europe,1972,73.06,34513161,10638.75131,ESP,724,277.48187029860776,120.8872789963667,112.50384970742225
Spain,Europe,1977,74.39,36439000,13236.92117,ESP,724,345.2478149192525,127.63280533326422,114.55189405605175
Spain,Europe,1982,76.3,37983310,13926.16997,ESP,724,363.2249290139584,133.04197181983665,117.49307052663997
Spain,Europe,1987,76.9,38880702,15764.98313,ESP,724,411.1851923849886,136.18521555439656,118.41700030797662
Spain,Europe,1992,77.57,39549438,18603.06452,ESP,724,485.20855369964204,138.52755896962051,119.4487218971358
Spain,Europe,1997,78.77,39855442,20445.29896,ESP,724,533.2580515255019,139.5993817134719,121.29658145980906
Spain,Europe,2002,79.78,40152517,24835.47166,ESP,724,647.7633441329938,140.6399293586976,122.85186325839237
Spain,Europe,2007,80.941,40448191,28821.0637,ESP,724,751.7162894816565,141.6755698011935,124.63966738527871
Sweden,Europe,1952,71.86,7124673,8527.844662000001,SWE,752,100.0,100.0,100.0
Sweden,Europe,1957,72.49,7363802,9911.878226,SWE,752,116.22958225502443,103.35635053005238,100.87670470359032
Sweden,Europe,1962,73.37,7561588,12329.44192,SWE,752,144.57864101277409,106.13242179676176,102.10130809908155
Sweden,Europe,1967,74.16,7867931,15258.29697,SWE,752,178.92325170967095,110.43217000976746,103.20066796548844
Sweden,Europe,1972,74.72,8122293,17832.02464,SWE,752,209.10353491145705,114.00232684363199,103.9799610353465
Sweden,Europe,1977,75.44,8251648,18855.72521,SWE,752,221.10774711951473,115.81791894168336,104.98190926802116
Sweden,Europe,1982,76.42,8325260,20667.38125,SWE,752,242.35175556250059,116.85111723724022,106.34567214027275
Sweden,Europe,1987,77.19,8421403,23586.92927,SWE,752,276.58722930429474,118.20055460790972,107.41720011132759
Sweden,Europe,1992,78.16,8718867,23880.01683,SWE,752,280.0240597299942,122.3756795575039,108.76704703590315
Sweden,Europe,1997,79.39,8897619,25266.59499,SWE,752,296.28348066174,124.88459470350428,110.47870860005567
Sweden,Europe,2002,80.04,8954175,29341.630930000007,SWE,752,344.0685436115652,125.67839955602173,111.38324519899807
Sweden,Europe,2007,80.884,9031088,33859.74835,SWE,752,397.0493095503807,126.75792980253269,112.55775118285555
United States,Americas,1952,68.44,157553000,13990.482080000002,USA,840,100.0,100.0,100.0
United States,Americas,1957,69.49,171984000,14847.12712,USA,840,106.12305591116555,109.15945745241285,101.53419053185272
United States,Americas,1962,70.21,186538000,16173.14586,USA,840,115.60106197569996,118.39698387209383,102.58620689655172
United States,Americas,1967,70.76,198712000,19530.36557,USA,840,139.59751678549736,126.12390751048854,103.38983050847459
United States,Americas,1972,71.34,209896000,21806.03594,USA,840,155.8633635017672,133.2224711684322,104.23728813559323
United States,Americas,1977,73.38,220239000,24072.63213,USA,840,172.06435055167162,139.787246196518,107.21800116890708
United States,Americas,1982,74.65,232187835,25009.55914,USA,840,178.7612392267186,147.37125602178313,109.07364114552894
United States,Americas,1987,75.02,242803533,29884.350410000006,USA,840,213.6048653585781,154.1091143932518,109.61426066627702
United States,Americas,1992,76.09,256894189,32003.93224,USA,840,228.75503543763514,163.0525531091125,111.17767387492694
United States,Americas,1997,76.81,272911760,35767.43303,USA,840,255.6554722380231,173.219018362075,112.22969023962597
United States,Americas,2002,77.31,287675526,39097.09955,USA,840,279.4549846562542,182.58968474100777,112.96025715955582
United States,Americas,2007,78.242,301139947,42951.65309,USA,840,307.00624070275063,191.13564768681016,114.32203389830508
